Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
6,Leisure + Weather + Social Plans,12,565,560,弾く,ひく,hiku,to play (a string instrument or piano),Verb,Godan (-ku ending),Main verb,Leisure/Social,Core open list,,947,3348,0.00277848,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,弾く,v5k,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: v5k,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,13,695,25,厚い,あつい,atsui,"kind, warm(hearted), thick, deep",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,265,9195,0.00077751,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,厚い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,14,666,36,余り,あまり,amari,not very; surplus,Adverb,,Degree adverb,Adjectives/Adverbs/Abstract,Core open list,Often used with negatives,,,0.0012,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,余り,Fallback: no subtitle-corpus match for selected candidates,4.08,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,15,312,51,いくら,いくら,ikura,"how much, how many",Pronoun,,Interrogative numeral pronoun,Adjectives/Adverbs/Abstract,Core open list,How much / how many,4284,925,0.01256919,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いくら,"adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 interrogative,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,16,186,75,色々,いろいろ,iroiro,various,Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns / also noun-like / adverbial use,9242,461,0.02711588,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,色々,"n,adj-na,adj-no,adv,adv-to",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n,adj-na,adj-no,adv,adv-to",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,17,542,78,薄い,うすい,usui,"thin, weak",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,1120,2910,0.00328606,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,薄い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,18,114,98,多い,おおい,ooi,many; there are a lot,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,18193,229,0.05337797,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,多い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,19,115,125,同じ,おなじ,onaji,"same, identical",Adjective,,pre-noun adjective,Adjectives/Adverbs/Abstract,Core open list,Used directly before nouns,17972,233,0.05272956,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,同じ,"adj-f,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-f,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,20,361,134,重い,おもい,omoi,heavy; serious,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,3232,1193,0.00948264,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,重い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,21,435,182,軽い,かるい,karui,"light, non-serious, minor",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,2047,1803,0.00600586,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,軽い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,22,439,196,汚い,きたない,kitanai,"dirty, unclean, filthy",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,2003,1834,0.00587677,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,汚い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,23,487,211,綺麗,きれい,kirei,"pretty, clean, tidy",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns,1505,2300,0.00441565,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,きれい,adj-na,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-na,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,24,253,237,結構,けっこう,kekkou,"splendid; enough, tolerably",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns / also noun-like,5503,731,0.01614571,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,けっこう,"adj-na,n-adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,n-adv,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,25,408,298,静か,しずか,shizuka,"quiet, calm",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns,2410,1557,0.0070709,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,静か,adj-na,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-na,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,26,692,320,丈夫,じょうぶ,joubu,"strong, solid, durable",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns,274,8955,0.00080391,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,丈夫,adj-na,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-na,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,27,463,333,少ない,すくない,sukunai,a little; a few,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,1754,2045,0.00514621,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,少ない,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,28,166,335,少し,すこし,sukoshi,"little, few",Noun,,Common noun,Adjectives/Adverbs/Abstract,Core open list,Noun-like word,11063,390,0.03245866,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,少し,"adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adv,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,29,307,375,大好き,だいすき,daisuki,"very like-able, like very much",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns,4369,913,0.01281858,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大好き,adj-na,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-na,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,30,244,376,大切,たいせつ,taisetsu,important,Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns / also noun-like,5950,688,0.0174572,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大切,"adj-na,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,31,164,378,大変,たいへん,taihen,"very; difficult, hard",Adjective,,na-adjective / adverb,Adjectives/Adverbs/Abstract,Core open list,Difficult/serious; also “very” as adverb,11137,388,0.03267578,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大変,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override from N5 usage,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,32,276,381,沢山,たくさん,takusan,"many, much",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns / also noun-like / adverbial use,5022,796,0.01473447,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,たくさん,"adj-na,adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adj-na,adv,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,33,279,391,多分,たぶん,tabun,"perhaps, probably, maybe",Noun,,Common noun,Adjectives/Adverbs/Abstract,Core open list,Noun-like word,5004,799,0.01468165,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,多分,"adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adv,n",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,34,59,402,違う,ちがう,chigau,to be different; to differ; wrong,Verb,Godan (-u ending),Main verb,Adjectives/Adverbs/Abstract,Core open list,Intransitive,32688,125,0.09590606,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,違う,"v5u,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5u,vi",Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,35,24,411,ちょっと,ちょっと,chotto,"a little, somewhat; just a little, somewhat",Adverb,,Adverb,Adjectives/Adverbs/Abstract,Core open list,Modifies verbs/adjectives/sentences,75573,52,0.22172996,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ちょっと,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adv,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,36,458,419,つける,つける,tsukeru,"to turn on (e.g., a light); to take",Verb,Ichidan,Plain verb,Adjectives/Adverbs/Abstract,Core open list,Transitive,,,0.00525,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,つける,Fallback: no subtitle-corpus match for selected candidates,4.72,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,37,299,423,強い,つよい,tsuyoi,"strong, powerful",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,4619,873,0.01355207,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,強い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,38,581,439,電気,でんき,denki,"electricity, (electric) light",Noun,,Common noun,Adjectives/Adverbs/Abstract,Core open list,Noun-like word,842,3711,0.00247041,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,電気,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,39,321,463,とても,とても,totemo,"very (much), greatly, exceedingly",Adverb,,Adverb,Adjectives/Adverbs/Abstract,Core open list,Modifies verbs/adjectives/sentences,4025,981,0.01180928,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,とても,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adv,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,40,140,476,どんな,どんな,donna,"what, what kind of",Adjective,,pre-noun adjective,Adjectives/Adverbs/Abstract,Core open list,Used directly before nouns,13462,317,0.03949729,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どんな,adj-pn,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-pn,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,41,233,480,長い,ながい,nagai,"long, lengthy",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,6609,628,0.0193907,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,長い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,42,152,483,なぜ,なぜ,naze,why (same as どうして),Adverb,,Adverb,Adjectives/Adverbs/Abstract,Core open list,Modifies verbs/adjectives/sentences,12520,348,0.03673348,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,なぜ,adv,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adv,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,43,462,544,速い,はやい,hayai,"fast, quick",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,1766,2032,0.00518142,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,速い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,44,526,561,低い,ひくい,hikui,"short, low",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,1237,2695,0.00362934,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,低い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,45,203,586,太い,ふとい,futoi,"fat, thick",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,8463,513,0.0248303,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,太い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,46,649,600,便利,べんり,benri,"convenient, handy",Adjective,,na-adjective,Adjectives/Adverbs/Abstract,Core open list,Can take な before nouns,485,5801,0.00142298,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,便利,adj-na,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-na,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,47,633,607,細い,ほそい,hosoi,"thin, slender, fine",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,567,5093,0.00166357,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,細い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
6,Leisure + Weather + Social Plans,48,540,637,短い,みじかい,mijikai,short (length),Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,1133,2880,0.0033242,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,短い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Leisure/weather/social anchor
